ID_Linea	distribuid	seccion	mater_cond	tension	longitud	disposicio	observacio	fecha_act	gener_dato	ID_Tramos	Bus_1	EstadoB_1	Bus_2	EstadoB_2	Long_Tramo
79	DE LOS RIOS	50 mm2	Cu	13,2 kV	404.4412406464152	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	380.0	343.0	NULL	858.0	NULL	111.742
167	COOPERATIVA	25 mm2	Cu	13,2 kV	19.28361695898966	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	381.0	1195.0	NULL	344.0	Abierto	19.284
169	COOPERATIVA	70 mm2	Al-Al	13,2 kV	276.0906330457594	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	382.0	345.0	NULL	1185.0	NULL	276.091
268	SANTA ROSA	70 mm2	Al-Al	13,2 kV	24.662264173514124	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	383.0	346.0	NULL	622.0	Cerrado	24.662
280	LMT	70 mm2	Al-Al	33 kV	30.21587139793404	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	384.0	347.0	NULL	273.0	NULL	30.216
281	LMT	35 mme	Al-Al	33 kV	6.59916433136449	NULL	NULL	PyQt5.QtCore.QDate(2018, 12, 18)	DECSA	385.0	1332.0	NULL	348.0	Cerrado	6.599
282	CAUCETE CENTRO	35 mm2	Al-Al	13,2 kV	141.36392812839074	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	386.0	1224.0	NULL	349.0	NULL	34.911
282	CAUCETE CENTRO	35 mm2	Al-Al	13,2 kV	141.36392812839074	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	387.0	349.0	NULL	1227.0	NULL	106.453
283	SANTA ROSA	35 mm2	Al-Al	13,2 kV	53.447559606165285	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	388.0	350.0	NULL	351.0	Cerrado	53.448
284	CAUCETE CENTRO	35 mm2	Al-Al	13,2 kV	102.41994297779947	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	389.0	352.0	NULL	950.0	Cerrado	102.42
285	URBANO	35 mm2	Al-Al	13,2 kV	5.49913876880295	NULL	TRAMO NUEVO	PyQt5.QtCore.QDate(2019, 10, 15)	DECSA	390.0	1111.0	NULL	1113.0	Cerrado	5.499
286	COOPERATIVA	35 mm2	Al-Al	13,2 kV	186.34707940227463	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	391.0	150.0	NULL	353.0	NULL	23.774
286	COOPERATIVA	35 mm2	Al-Al	13,2 kV	186.34707940227463	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	392.0	353.0	NULL	354.0	NULL	10.572
286	COOPERATIVA	35 mm2	Al-Al	13,2 kV	186.34707940227463	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	393.0	354.0	NULL	1212.0	NULL	152.001
287	URBANO	35 mm2	Al-Al	13,2 kV	107.4691691103308	NULL	NULL	PyQt5.QtCore.QDate(2019, 10, 15)	DECSA	394.0	1095.0	NULL	355.0	NULL	107.469
288	URBANO	35 mm2	Al-Al	13,2 kV	22.83705591836171	NULL	NULL	PyQt5.QtCore.QDate(2019, 10, 15)	DECSA	395.0	1106.0	NULL	1123.0	Cerrado	22.837
289	URBANO	35 mm2	Al-Al	13,2 kV	19.521215447493116	NULL	NULL	PyQt5.QtCore.QDate(2019, 10, 15)	DECSA	396.0	1105.0	NULL	1121.0	Cerrado	19.521
290	COOPERATIVA	95 mm2	Al-Al	13,2 kV	5.009224547147823	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	397.0	1138.0	NULL	356.0	Abierto	5.009
291	CAUCETE CENTRO	35 mm2	Al-Al	13,2 kV	38.74683246531794	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	398.0	357.0	NULL	358.0	NULL	38.747
292	DE LOS RIOS	35 mm2	Al-Al	13,2 kV	95.02305563744879	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	399.0	864.0	NULL	861.0	Cerrado	95.023
293	CAUCETE CENTRO	50 mm2	Al-Al	13,2 kV	635.6942872265339	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	400.0	936.0	NULL	934.0	NULL	635.694
294	CAUCETE CENTRO	50 mm2	Al-Al	13,2 kV	19.418838495197917	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	401.0	938.0	NULL	935.0	Cerrado	19.419
295	CAUCETE CENTRO	70 mm2	Al-Al	13,2 kV	173.25050243796878	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	402.0	132.0	Cerrado	133.0	NULL	173.251
296	DE LOS RIOS	50 mm2	Al-Al	13,2 kV	36.895943356444924	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	403.0	7.0	Cerrado	899.0	NULL	36.896
297	SANTA ROSA	70 mm2	Al-Al	13,2 kV	98.98228103651805	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	404.0	362.0	Cerrado	110.0	Cerrado	98.982
298	SANTA ROSA	35 mm2	Al-Al	13,2 kV	63.16885413562422	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	405.0	359.0	Cerrado	360.0	NULL	63.169
299	SANTA ROSA	70 mm2	Al-Al	13,2 kV	400.8781750575534	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	406.0	361.0	NULL	362.0	Cerrado	400.878
300	SANTA ROSA	70 mm2	Al-Al	13,2 kV	72.41395859277634	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	407.0	365.0	NULL	361.0	NULL	72.414
301	SANTA ROSA	70 mm2	Al-Al	13,2 kV	372.02117538929195	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	408.0	363.0	NULL	365.0	NULL	372.021
302	SANTA ROSA	70 mm2	Al-Al	13,2 kV	51.905855255515526	NULL	NULL	PyQt5.QtCore.QDate(2022, 1, 11)	DECSA	409.0	364.0	Cerrado	365.0	NULL	51.906
303	SANTA ROSA	70 mm2	Al-Al	13,2 kV	611.1636217798847	NULL	NULL	PyQt5.QtCore.QDate(2022, 1, 11)	DECSA	410.0	366.0	NULL	364.0	Cerrado	611.164
304	SANTA ROSA	35 mm2	Al-Al	13,2 kV	10.6589400793357	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	411.0	367.0	Cerrado	368.0	NULL	10.659
305	SANTA ROSA	70 mm2	Al-Al	13,2 kV	20.235310985960123	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	412.0	113.0	NULL	369.0	Cerrado	20.235
306	SANTA ROSA	70 mm2	Al-Al	13,2 kV	783.6946493764023	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	413.0	369.0	Cerrado	77.0	NULL	783.695
307	SANTA ROSA	70 mm2	Al-Al	13,2 kV	124.34454517418433	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	414.0	77.0	NULL	370.0	NULL	124.345
308	SANTA ROSA	70 mm2	Al-Al	13,2 kV	387.0996285360124	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	415.0	370.0	NULL	371.0	Cerrado	387.1
309	SANTA ROSA	70 mm2	Al-Al	13,2 kV	14.495400117165389	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	416.0	371.0	Cerrado	506.0	NULL	14.495
310	SANTA ROSA	70 mm2	Al-Al	13,2 kV	43.56213137909961	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	417.0	507.0	Cerrado	372.0	NULL	43.562
311	SANTA ROSA	70 mm2	Al-Al	13,2 kV	445.2945671742621	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	418.0	372.0	NULL	373.0	Cerrado	445.295
120	SANTA ROSA	35 mm2	Al-Al	13,2 kV	585.1940785555371	Coplanar vertical	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	419.0	447.0	NULL	37.0	NULL	585.194
121	SANTA ROSA	35 mm2	Comp	13,2 kV	335.1859920063712	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	420.0	446.0	NULL	374.0	NULL	335.186
312	SANTA ROSA	70 mm2	Al-Al	13,2 kV	27.257668622768406	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	421.0	373.0	Cerrado	375.0	NULL	27.258
313	SANTA ROSA	70 mm2	Al-Al	13,2 kV	87.61012393088258	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	422.0	375.0	NULL	376.0	Cerrado	87.61
314	SANTA ROSA	70 mm2	Al-Al	13,2 kV	216.66496313415277	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	423.0	376.0	Cerrado	377.0	NULL	216.665
315	SANTA ROSA	70 mm2	Al-Al	13,2 kV	402.1382372646945	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	424.0	377.0	NULL	380.0	NULL	402.138
316	SANTA ROSA	70 mm2	Al-Al	13,2 kV	608.135050630516	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	425.0	378.0	Cerrado	379.0	NULL	608.135
317	SANTA ROSA	70 mm2	Al-Al	13,2 kV	102.10039464229624	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	426.0	380.0	NULL	378.0	Cerrado	102.1
318	SANTA ROSA	70 mm2	Al-Al	13,2 kV	13.8367816173037	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	427.0	379.0	NULL	381.0	NULL	13.837
319	SANTA ROSA	70 mm2	Al-Al	13,2 kV	650.0170588055241	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	428.0	381.0	NULL	382.0	Cerrado	650.017
320	SANTA ROSA	35 mm2	Al-Al	13,2 kV	542.6516446894124	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	429.0	383.0	Cerrado	1773.0	NULL	542.652
321	SANTA ROSA	35 mm2	Al-Al	13,2 kV	36.016760376677375	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	430.0	384.0	Cerrado	385.0	NULL	36.017
322	SANTA ROSA	35 mm2	Al-Al	13,2 kV	176.19298885391177	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	431.0	351.0	Cerrado	386.0	NULL	176.193
323	SANTA ROSA	35 mm2	Al-Al	13,2 kV	326.91837684113545	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	432.0	350.0	NULL	384.0	Cerrado	326.918
324	SANTA ROSA	35 mm2	Al-Al	13,2 kV	493.98620952992394	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	433.0	78.0	Cerrado	387.0	NULL	493.518
325	SANTA ROSA	35 mm2	Al-Al	13,2 kV	136.4036089342419	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	434.0	387.0	NULL	203.0	NULL	136.871
326	SANTA ROSA	35 mm2	Al-Al	13,2 kV	334.7233825195358	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	435.0	203.0	NULL	388.0	NULL	33.608
326	SANTA ROSA	35 mm2	Al-Al	13,2 kV	334.7233825195358	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	436.0	388.0	NULL	389.0	NULL	301.115
327	SANTA ROSA	35 mm2	Al-Al	13,2 kV	117.67351658094313	NULL	NULL	PyQt5.QtCore.QDate(2019, 12, 30)	DECSA	437.0	375.0	NULL	390.0	NULL	117.674
328	SANTA ROSA	70 mm2	Al-Al	13,2 kV	7.454268613844158	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	438.0	382.0	Cerrado	391.0	NULL	7.454
329	SANTA ROSA	70 mm2	Al-Al	13,2 kV	646.5927933360358	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	439.0	392.0	Cerrado	84.0	NULL	646.593
330	SANTA ROSA	35 mm2	Al-Al	13,2 kV	155.80183169499546	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	440.0	393.0	NULL	394.0	NULL	155.802
331	SANTA ROSA	35 mm2	Al-Al	13,2 kV	167.69660973438312	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	441.0	394.0	NULL	395.0	NULL	139.684
331	SANTA ROSA	35 mm2	Al-Al	13,2 kV	167.69660973438312	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	442.0	395.0	NULL	396.0	NULL	28.013
332	SANTA ROSA	50 mm2	Al-Al	13,2 kV	245.68637302015125	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	443.0	88.0	NULL	397.0	NULL	245.686
333	SANTA ROSA	50 mm2	Al-Al	13,2 kV	245.005843587444	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	444.0	89.0	Cerrado	398.0	NULL	245.006
334	SANTA ROSA	10 mm2	Ac	7,6 kV	32.743855475434145	NULL	LRT	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	445.0	1776.0	NULL	399.0	Cerrado	32.744
335	SANTA ROSA	10 mm2	Ac	7,6 kV	658.7249237753415	NULL	LRT	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	446.0	399.0	Cerrado	400.0	NULL	658.725
337	SANTA ROSA	70 mm2	Al-Al	13,2 kV	8.908630610181142	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	447.0	401.0	Cerrado	506.0	NULL	8.909
338	SANTA ROSA	70 mm2	Al-Al	13,2 kV	133.35583623911256	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	448.0	402.0	NULL	401.0	Cerrado	133.356
339	SANTA ROSA	70 mm2	Al-Al	13,2 kV	525.610322890204	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	449.0	405.0	NULL	402.0	NULL	525.61
340	SANTA ROSA	70 mm2	Al-Al	13,2 kV	655.7956305847865	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	450.0	403.0	NULL	404.0	NULL	632.563
340	SANTA ROSA	70 mm2	Al-Al	13,2 kV	655.7956305847865	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	451.0	404.0	NULL	405.0	NULL	23.232
341	SANTA ROSA	35 mm2	Al-Al	13,2 kV	262.6957991910319	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	452.0	406.0	Cerrado	407.0	NULL	262.696
342	SANTA ROSA	70 mm2	Al-Al	13,2 kV	380.91126730929017	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	453.0	410.0	NULL	408.0	NULL	380.911
343	SANTA ROSA	70 mm2	Al-Al	13,2 kV	120.57543784111226	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	454.0	409.0	NULL	410.0	NULL	120.575
344	SANTA ROSA	70 mm2	Al-Al	13,2 kV	485.11288749708416	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	455.0	411.0	NULL	409.0	NULL	485.113
345	SANTA ROSA	70 mm2	Al-Al	13,2 kV	183.94780163089754	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	456.0	412.0	Cerrado	411.0	NULL	183.948
346	SANTA ROSA	70 mm2	Al-Al	13,2 kV	795.1342953019924	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	457.0	413.0	NULL	414.0	NULL	501.732
346	SANTA ROSA	70 mm2	Al-Al	13,2 kV	795.1342953019924	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	458.0	414.0	NULL	415.0	NULL	199.15
346	SANTA ROSA	70 mm2	Al-Al	13,2 kV	795.1342953019924	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	459.0	415.0	NULL	416.0	NULL	69.853
346	SANTA ROSA	70 mm2	Al-Al	13,2 kV	795.1342953019924	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	460.0	416.0	NULL	98.0	NULL	24.399
352	SANTA ROSA	70 mm2	Al-Al	13,2 kV	108.92121989106532	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	461.0	458.0	Cerrado	99.0	NULL	108.921
353	SANTA ROSA	2x70+1x95 mm2	Al-Al	13,2 kV	29.877274817245006	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	462.0	43.0	NULL	417.0	Cerrado	29.877
161	COOPERATIVA	35 mm2	Al-Al	13,2 kV	153.26317352283192	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	463.0	1201.0	Cerrado	418.0	NULL	20.68
161	COOPERATIVA	35 mm2	Al-Al	13,2 kV	153.26317352283192	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	464.0	418.0	NULL	419.0	NULL	15.806
161	COOPERATIVA	35 mm2	Al-Al	13,2 kV	153.26317352283192	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	465.0	419.0	NULL	1202.0	NULL	116.776
336	SANTA ROSA	70 mm2	Al-Al	13,2 kV	22.930122305542376	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	466.0	506.0	NULL	125.0	Abierto	22.93
354	SANTA ROSA	10 mm2	Ac	13,2 kV	526.2651054355485	NULL	Trifasica	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	467.0	42.0	Cerrado	420.0	NULL	526.265
355	SANTA ROSA	70 mm2	Al-Al	13,2 kV	340.95253297759217	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	468.0	421.0	NULL	145.0	NULL	340.953
356	SANTA ROSA	70 mm2	Al-Al	13,2 kV	260.39801474679115	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	469.0	145.0	NULL	213.0	Cerrado	260.398
357	SANTA ROSA	35 mm2	Al-Al	13,2 kV	92.63690343024506	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	470.0	146.0	Cerrado	422.0	NULL	92.637
358	SANTA ROSA	70 mm2	Al-Al	13,2 kV	38.976084875539534	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	471.0	214.0	NULL	423.0	Cerrado	38.976
359	SANTA ROSA	70 mm2	Al-Al	13,2 kV	1284.4958401938354	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	472.0	423.0	Cerrado	148.0	NULL	1284.496
360	SANTA ROSA	70 mm2	Al-Al	13,2 kV	16.2240890572646	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	473.0	214.0	NULL	424.0	Abierto	16.224
361	SANTA ROSA	70 mm2	Al-Al	13,2 kV	421.66355570052036	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	474.0	424.0	Abierto	425.0	NULL	421.664
362	SANTA ROSA	70 mm2	Al-Al	13,2 kV	339.61492206380785	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	475.0	425.0	NULL	426.0	NULL	339.615
363	SANTA ROSA	70 mm2	Al-Al	13,2 kV	509.20616339428034	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	476.0	426.0	NULL	427.0	NULL	509.206
364	SANTA ROSA	70 mm2	Al-Al	13,2 kV	21.437775053763126	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	477.0	427.0	NULL	29.0	NULL	21.438
365	SANTA ROSA	70 mm2	Al-Al	13,2 kV	23.88256595249438	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	478.0	29.0	NULL	428.0	Cerrado	23.883
366	SANTA ROSA	70 mm2	Al-Al	13,2 kV	1292.7604725753165	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	479.0	428.0	Cerrado	429.0	NULL	1292.76
367	SANTA ROSA	35 mm2	Al-Al	13,2 kV	441.98094958874714	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	480.0	430.0	NULL	431.0	NULL	441.981
368	SANTA ROSA	35 mm2	Al-Al	13,2 kV	447.6824166743447	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	481.0	30.0	Cerrado	432.0	NULL	447.682
369	SANTA ROSA	35 mm2	Al-Al	13,2 kV	217.26826743362315	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	482.0	432.0	NULL	433.0	NULL	179.632
369	SANTA ROSA	35 mm2	Al-Al	13,2 kV	217.26826743362315	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	483.0	433.0	NULL	434.0	Cerrado	37.636
370	SANTA ROSA	35 mm2	Al-Al	13,2 kV	648.4146208454007	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	484.0	434.0	Cerrado	435.0	NULL	648.415
372	SANTA ROSA	70 mm2	Al-Al	13,2 kV	385.2939532853701	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	485.0	148.0	NULL	436.0	NULL	388.875
373	SANTA ROSA	35 mm2	Al-Al	13,2 kV	377.76397009665766	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	486.0	149.0	Cerrado	437.0	NULL	322.983
373	SANTA ROSA	35 mm2	Al-Al	13,2 kV	377.76397009665766	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	487.0	437.0	NULL	438.0	NULL	54.781
374	SANTA ROSA	70 mm2	Al-Al	13,2 kV	990.5466931603257	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	488.0	436.0	NULL	439.0	NULL	964.583
374	SANTA ROSA	70 mm2	Al-Al	13,2 kV	990.5466931603257	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	489.0	439.0	NULL	35.0	NULL	25.963
375	SANTA ROSA	10 mm2	Ac	13,2 kV	888.436912287903	NULL	Trifasica	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	490.0	36.0	Cerrado	440.0	NULL	888.437
376	SANTA ROSA	70 mm2	Al-Al	13,2 kV	99.76657154061887	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	491.0	35.0	NULL	441.0	NULL	99.767
377	SANTA ROSA	70 mm2	Al-Al	13,2 kV	347.25147656934564	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	492.0	441.0	NULL	442.0	Cerrado	347.251
378	SANTA ROSA	70 mm2	Al-Al	13,2 kV	290.99012037758484	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	493.0	442.0	Cerrado	443.0	NULL	227.487
378	SANTA ROSA	70 mm2	Al-Al	13,2 kV	290.99012037758484	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	494.0	443.0	NULL	444.0	NULL	63.503
379	SANTA ROSA	70 mm2	Al-Al	13,2 kV	703.6752634601569	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	495.0	444.0	NULL	215.0	NULL	703.675
380	SANTA ROSA	35 mm2	Al-Al	13,2 kV	155.7958224681935	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	496.0	38.0	Cerrado	445.0	NULL	155.796
381	SANTA ROSA	35 mm2	Al-Al	13,2 kV	152.9746097165469	Coplanar vertical	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	497.0	37.0	NULL	446.0	NULL	152.975
382	SANTA ROSA	70 mm2	Al-Al	13,2 kV	81.95914900473292	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	498.0	449.0	Cerrado	447.0	NULL	81.959
383	SANTA ROSA	70 mm2	Al-Al	13,2 kV	529.3112223853477	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	499.0	448.0	NULL	449.0	Cerrado	529.311
384	SANTA ROSA	70 mm2	Al-Al	13,2 kV	34.17982889442211	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	500.0	39.0	NULL	448.0	NULL	34.18
385	SANTA ROSA	70 mm2	Al-Al	13,2 kV	181.65883624264208	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	501.0	40.0	Cerrado	450.0	NULL	181.659
387	SANTA ROSA	70 mm2	Al-Al	13,2 kV	375.38728725694847	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	502.0	451.0	NULL	452.0	Cerrado	4.763
387	SANTA ROSA	70 mm2	Al-Al	13,2 kV	375.38728725694847	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	503.0	452.0	Cerrado	152.0	NULL	375.387
388	SANTA ROSA	70 mm2	Al-Al	13,2 kV	118.25629390493151	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	504.0	429.0	NULL	453.0	NULL	61.095
388	SANTA ROSA	70 mm2	Al-Al	13,2 kV	118.25629390493151	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	505.0	453.0	NULL	454.0	NULL	0.872
388	SANTA ROSA	70 mm2	Al-Al	13,2 kV	118.25629390493151	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	506.0	454.0	NULL	455.0	NULL	16.613
388	SANTA ROSA	70 mm2	Al-Al	13,2 kV	118.25629390493151	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	507.0	455.0	NULL	451.0	NULL	39.676
350	SANTA ROSA	70 mm2	Al-Al	13,2 kV	551.0075319807084	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	508.0	456.0	Cerrado	457.0	NULL	551.008
351	SANTA ROSA	70 mm2	Al-Al	13,2 kV	598.8279713507832	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	509.0	457.0	NULL	458.0	Cerrado	598.828
389	SANTA ROSA	70 mm2	Al-Al	13,2 kV	33.71624238016079	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	510.0	459.0	Cerrado	429.0	NULL	33.716
390	SANTA ROSA	70 mm2	Al-Al	13,2 kV	549.2980526124737	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	511.0	460.0	NULL	459.0	Cerrado	549.298
391	SANTA ROSA	70 mm2	Al-Al	13,2 kV	11.535739298136948	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	512.0	94.0	NULL	460.0	NULL	11.536
392	SANTA ROSA	25 mm2	Al-Al	13,2 kV	259.76323174643727	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	513.0	95.0	Cerrado	461.0	NULL	259.763
393	SANTA ROSA	70 mm2	Al-Al	13,2 kV	654.3527969059835	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	514.0	465.0	NULL	462.0	NULL	360.563
393	SANTA ROSA	70 mm2	Al-Al	13,2 kV	654.3527969059835	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	515.0	462.0	NULL	463.0	NULL	23.754
393	SANTA ROSA	70 mm2	Al-Al	13,2 kV	654.3527969059835	NULL	NULL	PyQt5.QtCore.QDate(2018, 11, 14)	DECSA	516.0	463.0	NULL	94.0	NULL	270.035
